Coment,Status
mekanam garment factory wala thiyena jarama gathiyak thamai aththatama lamayek kochchara asanipa unath eke inna lokkanta ewagen wadak na wada witharai unta oni dan harine mechchara winasayak wenne na me lamayata una kiyapu welawe niwadu dunnanam dan anthimata rate un kiyanne me ganu kena aththa hanganawa kiyalai,Offensive 
ma waga jara vedeo dala sallie haba karala ubala sathuten ennawa apa punchi lankawa ahensaka daru patau venasa wanawa nodaken jara wada marapalla apata kamak na ahensaka daruwanta balanna noda ane janadepathi thumane oba ma chanel venasa karala danna pls apa rata budda ratak vetharak karanna pls ,Hate
munta laksa ganan ape mudal walin kala bila thela hadila balayata thanhawe ekata eka mara ganna hadanawa okun ratata gathiyata adareta nowei mara ganna hadanne unge madiya thara kara ganna meka ape minissu hithanne nane chandayath thiwoth mun othanata nowei yawanna ona gedaramai meeharak hathta,Offensive 
adininitiya dann parakui dawas dann oni nattm palane karann ba meka tamai attam katawa indiyawat wela tiyenn ekka nattm hama dam adini nitiya dann wenawa ai tawat teru gann natte haduna diha dammat wadak na anit patiolat tiyenn puluwan dawas kama karann wenn,Neutral 
aththtama meyala ta kalakaruwo kiyanna puluwanda niyama kalakaruwo mehema hasirenne nah kawadawath duminda gammanpila lage deshpalana gatalu athi namuth apey sinhalayan vidiyata meeta wada gunagaruka wenna oney oyala oya pradharshanaya kale duminda ge wath gammanpila gewath narakak neme oyalagema pahath manasikathwaya harima kanagatui,Neutral 
kohomada gunp un thambiyanta dunnu ekay rage dan e anduwa naha eka geri thambi tika dana ganilla gunp hambayanta dunnata dan ewa baha policiyath munta bayada stf kiyanneth policiyema kotasak ne hama policiyakatama adu gane stf wath dala thiyanna ona me wage dewal nowenta janapathi thumani paramadaya winasayakata para kapimaki,Offensive 
to that warm water u can add - drops of detol it will do the disinfection and same time it gives a nice smell its safe to add few drops nothing to worry your videos are very good and it gives correct detailed advices to all the new mothers bs ,Neutral 
thamanta lebena aadaraye vatinaakama gena thamanagen aadaraya lebiyayuthu aya gena nosithana aya me vage anathuru valata lakvena sthaana karaa yaamen novelakeema me viyovata lokuma hethuvai jeevathvena hemomath me vasangathaya genath anek hema nokalayuthu de genath ehema hithanavanam anathuru adu vevi saho obata nivan suva 🌼 🌼 🌼 🙏 💔 🧒,Neutral 
akka mta hithuna deyak thma ape du patiya harima wasanawantha knk mokada dannwda duwa labennath kalin eyta ona krna hamadema oyalta adre krna ape travel princess ta llabila thiynwa eya godk pin krla thiynwa oya denna wge parents la e wgema eyta adre krna aya gdk labenna love u ,Neutral 
mehema seen ekak thiyanawa man spa godakata gihin thiyanawa ona tharam wada karan thiyanawa ethana inne kello oni tharam kiyanawa polis karayo enawa kiyala habai un kara ewwa nikan kara ganne free habai salli illala game dagaththoth thamai ohoma wenne nattam godak spa wala oka thamai wenne,Offensive 
ai bn mekatath minissu baninne hamawelema baninawa eka puruddak wela lankawe hamaekatama mata me party eke thiyena ekama prashne ko shakilage ammai thaththai kiyana eka mata adala nathi wenna pluwn me party eka balapu gaman hithata awa prashne ahuwe kohoma unath kmk ne happy birthday ,Neutral 
thawa mewa karanakal balagena innawane munwa hama gahanna oni ubala oya atha thibbe sanketha walata pamanai ubalata kawadawath jeewamana dewiyan wahanseta atha thiyanna baha kala kanni para haththa hangi hangi karanbe bayatane puluwannam eliyata awith karapalla mokada wenne kiyala balanna niwata awajathaka biya gulu haththa owalin nathara karanna puluwanda catholikayanwa,Offensive 
anne mage akkiyo oyata budu saranaichuti du tai dennatama akki oya marry karala kochchara kal hitiyada pregnant wennayears de anne akki man harima dukenman marry karala auruddak tama pregnant neanne mage hitha hadenna adaraneeya advice ekak denna kooya marry karala kochchara kal wait kalada anne akki please man harima duken ,Neutral 
desha palanaya adala naha kala wade agaya karanawa yate aramuna kese wetath karapo de uthum danayak mokada ada rs k wath nathi pawol ada api athara innawa mahaththayo samaharu ahai kin mokak karnnada kiyala aeth sathayak wath nathi welewe ae th kotiyak watenawa,Neutral 
oya haadaya giya tikema koti nidahas karanna kiyala kaa gahapu jeppek uge prof eka balannako etakota terei fedaral deeganna bari una dukatai ranila elawapu dukatai porak wenna hadapu ekek mu mona nalakaruwoda ganja gagaha kotuwe avidina un otana moka hitiyath manussakamata atha dunnam atha dena eka manussakama mamanam dakinne oka gobba kama uge,Neutral 
gon part this should be legalized oldest profession in the world all the kings kept their own brothels if they like to do that job there should be a process to be in the profession this will help quite lot to reduce child abuse and other mole feelings someone has to give a training to police on how human psychology works,Neutral 
mama heru cia kiyanne me wage dalaa jhati vhata paturuwanne ey obala budu bana ariyata ahala tibbanam mewage jhati vhata ahussana video dannetuwa hedi cia jhatiyak netuwa eti eka tamai jhati vhata edala daanda me wage karanne is is c i a ekai mun bomba tiyala maranawa mun jhati vhata edala dala minissun maranawa,Neutral 
ratee rajayak vidiyata mee minissu nidelle harak wagee yanna arinna epaa saukqiya purudu nonawathwaama redii sitinna kiyanna tharam eajaya apohosathdaa aii mee raten corona hamu unee nee kiyala mechchara nidahasak dunne janathawata mee coronaa wasangatha kalayak kiyala amathaka karanna tharam mooda ubada den ekjenekuta vitharak agilla dik karala helaa dakinna epaa ratee baladaribgen wenna onaa yuthukam ista karanna,Offensive 
ohela kohomada kiynne cmpz nisa oluwa idimila kiyl e lmeya puduma nihathamani lamek apith ekka iddi kisima lokukmak na cmpz nisa okkom dnwa newei moda yakune welawa awama ubalatath matath ynn wnw anna eka mthka tygnin mkd ekekwth rahath wela na nh megha gana api dnwa hodt thmunla maricha minihatawath nidahase inn dipiyau,Neutral 
hamuduruwane mama oba wahansege hama darmadeshanawakma ahanawa godak daham karunu igena gatta darmaya kiyanne mokakda kiyala igena gatta oba wahanseta godak pin oba wahanse darmaya deshana karana madura mihiri hadata darmaya mataka hitinawa ape hamuduruwane mathu buduwena budukenekugen bana ahanna pin labenna kiyala prarthanawak karanawa saadhu saadhu sadhu,Neutral 
ane rahthun thaman rahath yei kiyanne ne deiyane me sasane kanna eapo ai me minissu mehema prasidda wenna dewal karanne warana danna one me wage padaththala chanel walata mokadda me buddha sasaneta karana aparade eakek budu unalu dan rhathun eanawalu naga loken nagayo mathu unalu me minissunta gewanna paw nathi wei attamai,Neutral 
matat matak wenawa akka du hambenna hitiya kale mat oya weddi serama adum hodala welala mn taniyenma serama iron karala babage bag ekai mage bag ekaigedra awama babage cupbord ekai ready karala tibba attatama etakota hari lesiasai neda akka e dewal karanna akkatat karadarayak netuwa baba lebenna kiyala prartana karanawaakkatai petiyatai bs ,Neutral 
ane lahipita baluwanam oni tharam thiyanawa ma wage badu pot wisthara mewa watalanna tharam maha loku wedakye masa padi laksha kiyala add danne ayurveda namin ganika wurthiya karana aka rahasak noweine deshapaluwo ratata sewaya karanawa kiyana akai media mahajanathawa wenuwen paneesitinawa kiyana akai ayurveda massage kiyana akath athara loku wrnasak na kiyanne akai karanne akai 😁,Neutral 
munta anik ratawal wala wage elawa elawa gahanna thiwnanam owa oma wenne na eth ape rate wahal manasikathwaya thiyana un ekka eka kawadawath wenne na bayiyanta penne unp unge weradi witharayi toyiyanta penne bayiyange weradi witarayi jvp unta penne unp jvp unge weradi witarayi rate karumeta paksha paksha badagena nathi swadeena matha daaariyo harima wiralayi,Offensive 
okige than ka wada lassana pathiwatha rakina lassana iti rupa wage kello lannkawe innawa oy ganikawa hitanne ekige thane nisa prasidda wenda oki oya wala gedi ponna asahana pirimi keedek mirikarala pofikaranawada wall wesiyo un naki wela hama rali watenakota ane apoi kyai thu wesi ranjan nakiya boru konde onna uge atta api dakke u hirabath kanakota,Offensive 
moda minissu danne kohomath wena kenekta agilla dik karanna witharai mokada kiyanawanam manussayekge rupe balala maninawa e kena kohoma kenekda kiyala irisiyawa pirunu hadawathne kohomath samaharunta thiyenne anunge charitha sahathike liyanna yanawa kenekge charitheta agilla dik karanna kalin hithala balanna thamange charithe gana ganiyekuge niruwathata agilla dik karanna kalin hithala balanna amma akka nangi gana,Neutral 
mona jarawakda me ay mewa prasidda karanne apipereyayi me kollata ganu iwara welada loke loke ka kollata kello k innawa eahema tiyeddi me buruwa ay badapu naki tamange wayasa lamayi inna ganiyek eakka nadagamak natanne kollo mechara moda wenne kohomada me kunu gani hama atimekama owa wedawanawa paukara dewal samajeta denna epa ea pawa gewanna ba paukara paula  😠 😠 😡 😡 😡 😡 🤮 🤮 👎 👎 👎,Offensive 
man kiwwa neda paw me corona headuna aya me kanthawa kitana deth athyha  😭 😭 😭 💔 💔 💔 💔  👍 👍 paw paw paw thaman hoya gaththothne kusagini niwa ganne wena kawru kanna dennada apita badagini athtgamai weadagath kiwwa brandix ekata wiruddhawa nithiya kriyathmaka karanna janapathi thumani ape jiwathe winasha wuna kawada meka ewara weida meka awe nath nam api corona paeadala 👍 janapathi thumani obage awadhanaya pinisama yomu wewa,Neutral 
oya wage thanakata giya ekek dannawa oya gannunge thiyena lokukama oya adana adili na ethenta giyama ethenta giyama amuthu pakeja thiyenne entrance fee eka gewala athulata giyama eyalama yojanakaranawa mekata me gana mekata megana kiyala ehema nathuwa entrance gewwa kiyala athulata giyama monawath na wenama gewanne nathnam banum ahala anith aya laga second wela thamai enna wenne ethakota adanna wenne apita,Neutral 
yakooooo ape amma apewa haeduwe thekola aedapalawa wala wada karala made paduwata gedara kadayappan haeduwa ae wage ammala mathu budu wenna ooone thooo wage ayale geyanam apeta pare muna dala yanna hambawenne naehe thooowa dakena kotath appereyae ape tharuna sahodara warune wadennam paressam wenna mae wage asahanakareyangen thuk wetharak thoooooo,Neutral 
ahinsaka podi lamainwa rape karanda epa munta hukala puke arala katata deela maranna ona mama lankawata apu welawaka baduwak gahanda yana kota munwa ahu yunothin appe kudu wenda hukanne satthai meheth appa seen ekak thibuna lankawe kello dennek mata euro  kata wedin wiyadan una mama dennatama hikuwa satthai my friendsla challenge keruwa mata den un dennat appa gahanne nahe ,Hate
horu awa ubaga ganiwa ussan yanne ane sakkili ballo ubai puthai kiyana katha walinma tharanwa ubala ragpanne kiyala ublata salli thibba paliyata ubla hithanne ubala rajjuruwo kiyalada ubala dana danath karapu sakkili wadeta ubalga pawle okkotoma vidawanna wenwa sakkiliyo henama gahpiya thopita  😡 😡 😡 ubalath dawasaka me athmema oya vidiyatama wallila palyan ahinsaka pawlak nathi karata sakkili ballo 😡 😡 😡 😡ubala laga hitiyanm margana kanwa ponna haththa,Hate
mewage manussakamak thiyana ratharam minissun lankawe inna eka gana proud wenawa respected youd work me wage ashinsaka dupath minissunta thama lankawe manussakamak thiyana anith kalakani loku add damata appreciate you services budun wadiya rate inne deviwaru mewage ayata thanks pin labend blessings themselves to have better lifestyle salli wasiyata manussakamak thiyana kalakani inna society eka mewage deviwawaru wage aya inna ekath proud of sri lanka,Neutral 
den me ththweta api minissu con karala hariyanne  👌ehema welawata api tikak asalwesiyo widiyata balanna one  💓lede bayanakyi thma namuth api arakshth widiyata ekata huru wenna one  💝 💓 👌ape game nirodayane kala gedarak daruwek wibageta yanna tibuna hemoma ea daruwawa ekka yann be kiyala  👌 💓 mage ayiya ea daruw wibageta genihin genawa monawa karannada me welawe api asaranyi namuth asalwesiya gena tikak api api balanna uthsaha karamu  👌 💓 👌 💓,Neutral 
niraparade nasthi una jeewitha vivahaya kiyana eka meyalata sellamak ada banda heta divorce una hariyata instant noodles ekak wage vivahaya kiyana wachne hari therumawath danne na meyala giya athme karapu pawak me gewanne e unata eka therum ganna ba danma meyalata thawa awrudu k yaddi therei lassana pawl jeewithayak gewannath pina thiyenna ona e pina meyalata na karmayata anuwa meyalage me jeewitheth idiri jeewithayath theeranaya wei,Neutral 
thanhawata thattu ka wthra gewal hadanawa kochchara thibbath madine minissunta kandu uda ochchara thattu ganan gahanne thanhawa nisa simple life e thama sanasima thynne a unath ara pawla winasa una eka thama thyna prashne wandi gewnna une ahaka hitapu ahinsaka minissunta aththata samarasingheta me loku loku minissunta kynna welawa thibba athana pahala htapu ayata kynna bari unane salli wlta ithn gas galuth ktha karai,Neutral 
kohomada edella eyee-policiya pen drive eka thiyagena hoyala balanne nehe kawda mewa film keruwe kiyala kurului mawai nikan lawyers wage kathawa policiyat upa des denna loyd dannawa eyata wedi thibbe puja kaw kiyala namuth den puja wiswasai -delan saha puth nikam school boy acting danawa-policiya wasana gen ahanne nehe koo risila kiyala-kochara adupadu kamthiyanawada drama eke katadamewa kiyanne kawda mewa karannejan premlal wage namgiya ctor kenek wath mewa harigaswanne nedda - okkatama onee drama eke digaswanna,Neutral 
api udara rataka sheshta ithihasayak athi namuth dan harak ralakin palanaya wana kala kanni jathiyak wemu nathida mekata wisadumak ek wanta apita singha la rataka buddagama rakena eth anith jathin raka gena sri lankan tamil sri lankan muslim wela loketa shakthimath jathiyak lesain naya nathi heta ipadena daruwan wenuwen wath enna nagitinna sihalune pera lesin elawamu munwa rathu kolanil paseka la raka gamu mau bima,Neutral 
aiye meya kiyanwa neda ara kollek meya nisa maruna eke inne meya newei meyage bmark ekk thiyenw nala dathak thiyrnwa kiyla meya newei kiyla kellek adu bmark eka withari aiya gihin balanna account ekata meya dan inna black maleth dan innawa meyage bella laga thiyena bmark ekak e kellage thiyenwa okkoma ekai adu kata laga thiyena b mark ek withai okige boru oya  😏 😡 ,Neutral 
thopilata igenimata kalin magul wise gahanawa igena ganna one kale badapu ewun karana dewal karanawa anthimata hathara wate leak karan gon katha kiyannath enawa awuruddak newei awurudu  k yalu wela hitiyath thaman danaganna one thamange gawurawaya raka ganna ada kale podi ewunta thiyenne maha ewuntawath nathi wesakamak mewata demawupiyoth waga kiyanna one aten poththen ennath kalin aran denawa phone anthimata un karana wesakan demawupiyonwath danne na 😡 🤬 🤬 ,Offensive 
damn bugaboos wosrt government busking money hama deyakma wena ahinsaka dupath minissunta thama lankawe me kalakani yakkunta occurred wath nene shit damn koti ganan billons ganan waste karana nugath kalakani yakku podi ratak development karana horu ralak inna ona kalakani yakku o level a level kiyala wath pass nethi budimath citizens la mewage musala kalakani yakku inna rataka inna asanethe ekai guest keneck ma awila rate situation eka ahumwa nondi i say shit kisima disciplined ethics auspicious occasion ekak nethi ratak ashamed peoples,Offensive 
