Coment,Status
මේවා සාමාන්‍ය දේවල් ලෝකේ මිනිස්සු මේවා අමුතු දේවල් වගේ රඟන්නේ ඒ කළා කරුවගේ පුද්ගලික දේවල් අනිත් අයට මොකද සමිතට හදවතින් සුබ පතනවා,Neutral
මේ කැරිවේසිග පුතාල ඉන්නකල් රටට කෙලවෙන එක අහන්නත් දෙයක්ද බන් කාලකන්නි හැත්ත බල්ලො රටේ ලොක්කො වෙනකොට රට බල්ලට යන එක අහන්නත් දෙයක්ද,Hate
අපේ රටේ ඉන්නෙ පට්ටි වලත් නැති පට්ට හරක් බං මොකෙක් හරි හරකෙක් මොකක් හරි හරක් වැඩක් කලාම අනිත් හරක් ඔක්කොමත් ඒක කරනව,offensive
මේ වෙලාවේ පේස් බුක් එකේ නම් ඉස්ටේටස් එකක් දාන්න තිබ්බා යාළුවනේ ඔයාලටත් වහිනවා නම් ලැයික් කරන්න හෙන ගහනවා නම් කොමෙන්ට් කරන්න කියලා,Neutral
අනේ ඔයා සමර සිංහයාට සල්ලි කාරයව මතක් උනා දුප්පත් උන් අමතක උනා යකෝ උබලා වාහන අරන් යතුරු අරන් ගියපු වෙලාවේ වාහනේ අරන් යන්න දගලපු වෙලාවේ ටිකක් හයියෙන් කෑ ගහන ගමන් දුවන්න තිබුනා නේද අහල පහළ උන්ටත් දන ගන්න උබලගේ හතර හන්දි පණ නැද්ද නොදකින් තෝපෙන් එකෙක් ගියා නම් දැනෙයි තොපිට තොපේ නොසලකිල්ලයි අසරණ උන්ගේ පිටින් ගියේ මොන මගුලකටද පස් මහේ මහල් දෙකක් තිබුනා නම් මදිද ලොකු සල්ලි කර කම් පෙන්නන්න ගිහින් අසරණ උන් බිලි උනා ලැජ්ජා මේ වගේ උන් ගැන,Neutral
යකුනේ ඔය ගමේ ඉන්න එවුන් වට කරලා ඔය කරන එකෙක් අල්ලලා එල්ල පියව් බෙල්ල කපලා එල්ල පියව් තොපි කරන්නැති හින්දා ඔය අහිංසක මල් කැකුළු නිකම් පරවෙලා යන්නේ දෙයි හාමුදුරුවනේ,Neutral
ලස්සනයි ගොඩක් ලස්සනයි සිංදුව මේ වගේ හොද අහන්න පුලුවන් ගීත තව තවත් රටට දායද කරන්න ඔබට ශක්තිය ලැබේවා ඔබ වගේ නිර්මාණ කරැවන් ගායකයින් තමයි රටට වුවමනා ඔබට ජය වේවා,Neutral
මේ වගේ පට්ට බඩු ගෙන්නන වෙලාවේ නරකද මේ නාස්ති කරන සල්ලී අහින්සක කන්න නැති දරුවන්ට කෑම ටිකක් අරන් දුන්නනම්මුන් වගේ පට්ට ගොන්නු තවත් පුම්බනන මේ උන් ගැන කවර කතාද,offensive
රහත් බව යනු කිසිවකින් නො සෙල්වෙන චේතෝ විමුක්තියක් සහිත සිතකි එය මැජික් මැජික් සංදර්ශනයක් නොව යම් හෙයකින් ඩේවිඩ් කොපර්ෆීල්ඩ් තමන් රහත් යැයි පවසා යම් ධර්ම දේශනා කලා නම් අද සිටින සියයට අනූ නවයක්ම ඔහු සරණ යනවා මෙතුමියගේ රහත්ඵලය පරික්ෂා කිරීමට සමත් වන්නේ සම්මා සම්බුදු වරයෙක් පමණයි දැනට සම්මා සම්බුදුවරයෙකු අප සතුව නැති හෙයින් එතුමිය ගෙ රහත්ඵලය විශ්වය තීරණය කරනු ඇත භාග්‍යවතුන් වහන්සේගේ දේශනාවට අනුව ද යම් භික්ෂුවක් කාම සම්පත් අනුභව කරමින් කාමය ම ප්‍රාර්ථනා කරමි කාමයෙහි ඇලී ගැලී සිටියේ නම් ඔහු භික්ෂු නුසුදුසු බවයි ඒ නිසා ඔබ ඇතුළු මෙය බලන සියලු දෙනා එම ගරු තෙරණින් වහන්සේ ගේ රහත් ඵලය සම්බන්ධයෙන් රාග ද්වේෂ ඇති කරගෙන අපායට යන මාර්ගය සකස් කර නො ගෙන සිටීම යි සිදු විය යුත්තේ එදා අප භාග්‍යවතුන් වහන්සේ ගේ ඇසුරෙහි වසර තුනක් සිටි සුනක්ඛත්ත භික්ෂුවට බුදුන් වහන්සේ තේරුම් ගැනීමට නොහැකි වූවානම් අද මේ කාම ලෝකයෙහි ඇලි ගිලී සිටින අන්ධ පෘතග්ජනයින් ට රහතන් වහන්සේලා පරික්ෂා කිරීමට ඇති සුදුසුකම කුමක්ද තෙරුවන් සරණයි,Neutral
මයිකුයි චබියවයි ඒ තරම් පහත් කරලා කතාව ලියන්න එපා ඒ දෙන්නාගේ ජෝක් නිසා කතාව බලපු අයත් ඉන්නවා ඒත් ඉස්සර එ ලස්සන චරිත දෙකට ආස කරපු මිනිස්සුත් අද එයාලව පහත් කරලා කතා කරනවා මට හිතෙන්නේ නම් එ දෙන්නව දැන් මේ කතාවේ අන්තිම පහත් කරලා ලියලා තියේන්නේ ඒකට ගොඩක් දුකයිඒ වගේම විරුද්ධයි,Neutral
ඇත්තටම දුකක් අනුකම්පාවක් තියෙන්නෙ නංගි ඔයා ගැන මාත් ඔයාට වඩා අවුරුදු තුනයි වැඩිමල් මටත් ජීවිතේ ගැන ලොකු තේරුමක් නෑ තාම ඒත් අපේ දෙමව්පියො අපි අතෙන් වරදක් වෙනවා නම් ඒක හරිගස්සගන්න විදිහ කියලා දෙනවා ජීවිතේ වරදින්න නොදී අපිව ආරක්ෂා කරනවා මොනා වුණත් ඔයා තාමත් පරක්කු නෑ ඔයාට දැන් වුණත් පුළුවන් ඔයාගෙ වැරදි සේරම හදාගෙන ආපහු හොද විදිහට අලුතෙන් ඔයාගෙ ජීවිතේ පටන් ගන්න එහෙම වුණොත් ඔයාට ඉතිරි ජීවිත කාලෙම සතුටින් ඉන්න පුළුවන් වෙයි,Neutral
